,Sentence,test
31021, 성공하든 실패하든 요리에 첫 발걸음을 떼게 해준 백주부님 감사합니다.,행복
31022,이제 며느리 없을 때도 밥은 굶지 않겠구나싶어 감사 드리고 싶습니다.,행복
31023,여러가지 많은 도움주시네요...,행복
31024,항상 감사합니다,행복
31025,정말 너무너무 감사드려요..,행복
31026,감사드립니다,행복
31027, 당신덕에 피겨라는 종목을 알게되고 당신덕에 즐거웠어요,행복
31028,힘들고 아플텐데 캐럿들 앞에서는 밝고 활기찬 모습 많이 보여줘서 고마워요.,행복
31029,감사해요~,행복
31030,매주 좋은정보감사합니다. ^^,행복
31031,초보자도 쉽게 따라 하면서도 맛나게 할 수 있는 비법을 전수해주시다니....,행복
31032, 완전 아이들이 좋아하네요,행복
31033, 당신은 구단선정한 선수이기보다팬들이선정한 미스터엘지임다.....,행복
31034, 전 정말 감사 함을 느낍니다.,행복
31035, 항상 밝게 세븐틴 이끌어가줘서 고마워요,행복
31036,항상 감사합니다^^,행복
31037,또 감사하답니다,행복
31038, 그동안 열악한 환경에서 잘 성장해준 연아선수를 저는 진흙탕에서 피어나는 한송이의 연꽃 에 비유하고싶어요^^,행복
31039,항상 쉽고 머리에 쏙쏙 들어오게 요리를 해주시는 백주부님고맙습니다.,행복
31040,백샘 덕분입니다.,행복
31041,앞으로도 좋은모습 많이 보여주시고건강하세여^^,행복
31042,백주부님 덕분에 만들어 먹을 수 있는 음식 수가 많이 늘었습니다.,행복
31043,? 매번 편지에 하는 말이지만 항상 고마워 가수가 되어줘서!,행복
31044,   간단하고 먹음직스럽게 쉽고 맛나게후딱후딱 반찬 하게 해주셔서 감사해요~~~~,행복
31045, 오늘 비 오는데 우산도 없이 일했어요..ㅠ,행복
31046,백쌤과 소여사님 아기들 함께 늘~,행복
31047, 너무 고마워용♡,행복
31048,고맙숩니다.,행복
31049,좋은 정보를 주심에 다시한번 감사드리고항상 건강하시며 좋은 일만 가득하시길 바랍니다 (^*^),행복
31050,연아양 감사했어여 ㅜㅜ,행복
31051,우리 정형돈님의 생일을 늦게나마 축하드려요~^^,행복
31052,백주부님~저같은 초보를 위해좋은 레시피 가르쳐 주셔서늘 감사합니다,행복
31053,너무나 친절하게 사진을 찍어준 오빠에게 정말 감사드립니다,행복
31054,오빠 바쁘신 스케줄에도 글남겨주시구!!!!!,행복
31055,좋은 레시피 가르쳐 주셔서 고맙습니다.,행복
31056,장하다 시위대 끝까지 평화집회 부탁해요 화이팅입니다,행복
31057,"그 좋았던 삼성의 불펜, 이젠 추억으로 남겠네! 지켜줄 투수가 없다.",행복
31058,소농민이라 부르던 사람들 쏙 들어갔네... 잘해줘서 다행이다 대표팀에서도 지금처럼 활약해줘라...,행복
31059,노승일 고맙네요 몸 조심 하세요,행복
31060,오바마 화이팅,행복
31061,박신혜 응원합니다!!!,행복
31062,"정말 고맙습니다 , 기자님 화이팅,",행복
31063,진짜 기대를 안했는데 생각보다 너무 좋았다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,행복
31064,염병하네 혼내주신 아주머니 감사합니다,행복
31065,이휘재: 인영아 고맙다~ 1만개가자.,행복
31066,이왕이면 미국 갔으면.. 그래도 그간 고마웠어요!!!,행복
31067,대표적인 윈윈 정책인듯~ 모두 행복해져서 좋겠네요~~!!,행복
31068,...지진없는 우리대한민국에살아고맙다....,행복
31069,대중화 어버이의 은혜입니다,행복
31070,호날두 근면+성실함은 맨유때부터 유명했지,행복
31071,애국인의 자세 고 안중근께 경례,행복
31072,양팀 모두 승패를 떠나 다치지 말고 재미있고 후회없는경기 보여주세요.,행복
31073,유느님 고생 많으십니다 ㅜㅜ,행복
31074,익스큐즈미 진짜 노래..ㅠㅠ안습인데 이번엔 초아가 살린 듯.......,행복
31075,너무너무너무 더워보였어요. 고생하셨어요!,행복
31076,특검이 진짜 희망입니다,행복
31077,꺄 우리 중기오빠♥,행복
31078,"에릭 예능, 서현진도 11월 드라마 출현. 둘 다 볼 수 있어서 너무 좋다.^^",행복
31079,"헌재, 홧팅!!",행복
31080,자칫 딱딱해질수만 있는 역사수업할때 딘딘이 웃기더라,행복
31081,수고하셨습니다 고영민선수!,행복
31082,마지막까지 최선을 다해주시는 레전드의 모습이 정말 아름답습니다! 이승엽선수 파이팅!!,행복
31083,진주씨 계속나왔음 좋겠닺 진주씨땜에 고삐리에게 받은스트레스 풀어 넘잼있게보고있어,행복
31084,좋은 일 하시는 것도 좋지만 너무 걱정됩니다. 가족들은 오죽하실까요...ㅜㅜ,행복
31085,오늘 추워서 다행이다 더웠으면 어절뻔했어 내가 쓴 댓글 상황 8월달 보고난 후 지금을 감사한다,행복
31086,열일해줘서 고마워요..!!,행복
31087,박보검 보려고 뮤직뱅크 봤었지ㅋㅋ,행복
31088,춥고 길 미끄러운데 게임하면서 걷다가 다치지않게 조심하세요,행복
31089,특검 고생많으십니다...화이팅 !!!!,행복
31090,마니 웃었어요 어머니들도 쭈욱 건강하셔서 큰웃음주시길~^^,행복
31091,뉴스는 손석희뉴스가 진짜뉴스다,행복
31092,jtbc 화이팅입니다!,행복
31093,한편으로는 고영태님께 고맙네.혹시 죄가 있다해도 조금말고 많이 줄여줘라,행복
31094,물속에서 최고의 연기보여주신 두분 감사합니다~~~~~♡,행복
31095,샘 미안하고 고맙습니다.,행복
31096,전주가 참 살기 좋은 동네였군 좋은 정보 감사,행복
31097,아틀란써보세요 실시간으로 막히는길에서 돌아가라고 동네 곳곳길로 빠른길로 안내해줘요,행복
31098,당신의 의지에 경의를 표합니다.,행복
31099,모두 고생이 많으세요 힘내세요,행복
31100,자랑스럽네.....,행복
31101,흥민이 전방 압박 진짜 처절할 정도로 열심히 했다. 잘했다. 근데 체력이 못 받아준다;,행복
31102,작가님 감독님 배우님 괜찮습니다 기다릴게용~ 오늘 방송 최고였어용,행복
31103,단순히 운전하는 수고만 줄어드는게 아니구나.재밌게 잘 봤습니다~,행복
31104,새누리당의원님들도 수고 많이 했습니다 박근혜가 미운것이였으나 일부의원들이 ....,행복
31105,참석하지못했지만 순실전자 불매로 지원합니다,행복
31106,곧 치료제 개발된디니 다행이네요.,행복
31107,응원합니다^^♡♡,행복
31108,김동현 대단하다 랭킹7위 답다,행복
31109,심수미 기자 진짜 대단 칭찬해,행복
31110,SM 고맙습니다.그때 하와이가서...,행복
31111,강한울선수 그동안 수고하셨습니다...,행복
31112,용관이형 그동안 수고했어요,행복
31113,민재형님 고맙심더 다시와줘서,행복
31114,어제 밤 고생하시면서 평화로운 시위문화를 만들어 주신 분들께 감사드립니다,행복
31115,집회에 참석하는 모두들 나라의 미래이자 보물들,행복
31116,니퍼트 선수! 내년에도 좋은 피칭 부탁합니다!,행복
31117,특검 믿음직하지 말입니다. 박근혜 이재용 수사 제대로 하고 있지 말입니다,행복
31118,특검 수고하십니다. 화이팅!,행복
31119,특검팀 잘하고 계십니다 힘내세요~,행복
31120,기자 핵사이다포인트만 짚어주셨음 짱!!!,행복
31121,비가 오면 좋은 징조다,행복
31122,잘가라 어찌되었던 삼성에서 정말 잘해줬다,행복
31123,당신들이 진정한 영웅입니다,행복
31124,반갑다 이제 진짜가을이오는겨~~^^^^,행복
31125,jtbc가 최고네요. 수고 많으십니다.,행복
31126,한 시즌 좋을 글 감사드립니다~~^^,행복
31127,개인v앱많이한다는 쯔위가짱이당~~,행복
31128,귀욤이들~요즘 너희 보는 재미에 산다!!!!,행복
31129,류현진선수 화이팅!!!!,행복
31130,런닝맨을 사랑해주신 모든분들께 감사드립니다.,행복
31131,국민을 위해 헌신하는 많은 분들에게 진심어린 감사와 존경을 표합니다.,행복
31132, 학부모 한명의 베품이 학부모 전체의 이미지를 만들기도 합니다.,행복
31133, 그래도 그동안 수고하셨습니다.,행복
31134, 박태환씨 정말 대단하네요.,행복
31135,오! 일독한 만한 기사다,행복
31136, 공짜로 착하게 푸는지 아네 ㅋㅋㅋㅋ,행복
31137,김현수 선수 계속 활약 이어가주세요!!^^/~/,행복
31138,하나님!,행복
31139, 조그마한 삶의 교훈을 주네요.,행복
31140, 그렇게 좋은 목소리로 노래를 불로 주셔서 감사합니다ㅎㅎ,행복
31141,저희 동네 택배기사님들 진심으로 감사드려요.,행복
31142,박그네씨. 참 고맙소.,행복
31143, 아울러 투유유교수는 중의사가 아니라 백신을 연구하는 약리학자다.,행복
31144,메쟈 미련 많았을텐데 큰 결단 해줘서 참 고맙습니다.,행복
31145, 기아 수고했다 고맙다,행복
31146,범죄와의전쟁도 재미있었는데 국가대표도 그렇고 역시믿고보는배우라고 너무끼가많아요,행복
31147, 젊은이들 화이팅!,행복
31148, 이가혁기자도 너무 고생하시네요,행복
31149,피드백 감사....,행복
31150," 고마워.""[중앙일보]",행복
31151, 그래도 이렇게 열일해줘서 감솨!!!,행복
31152,"혜빈 씩씩하고 용기있어 좋다,",행복
31153, 진짜 인생은 유재석처럼 ㅋㅋㅋㅋ,행복
31154,찬호 형님 존경합니다.,행복
31155,독일 고마워~!,행복
31156,이거 아이디어 낸 짱구 얼굴 좀 보고싶다.,행복
31157,제습기 틀면 뽀송해진다.,행복
31158, 이젠 고맙다고해야하나ㅋㅋㅋ,행복
31159, 더 많이 사랑합니다.,행복
31160,전라남도 강진군의 자랑 이승엽 ♡♡♡,행복
31161,덕분에 한해 즐겁게 야구봤습니다..,행복
31162, 수고해주신 일본 소방관들 감사합니다.,행복
31163, 칭찬해~^^,행복
31164, 선생님들의 희생 잊지않고 열심히 살겠습니다ㅠ,행복
31165,존경하는 순실님...,행복
31166, 감사합니다. 기자님.,행복
31167,강남인대비안온다..,행복
31168,뭐든지 있을때 소중함을 알고 감사해하며 살자!!!!,행복
31169, 응원부탁드려요,행복
31170, 대박날꺼에요 정말 감사합니다^^,행복
31171, 앞으로 젝키에게 상상도 하지 못한 더 많은 좋은일들이 일어나길 ♥?,행복
31172,어느분야는 R&D과제비가 눈먼돈인데 이런곳에 쓰였으면 좋겠어요.,행복
31173,조언댓글 감사합니다,행복
31174,그리고 아직도 나를 기다려 주는 당신이 고맙다.,행복
31175, 연락 빨리주시면 감사하겠슴돠ㅠㅠ,행복
31176,제가 2년동안 배웠는데 이제 아무데도 못가는군요..,행복
31177,남자친구가 군인인 여자분들은 물어봐서 알려주시면 감사해요,행복
31178,  제목좀가르쳐주시면 감사하겠습니다;;0,행복
31179,감사해요^^,행복
31180,아시는분이 계신다면 꼭 좀 알려주시면 감사하겠습니다.,행복
31181,혹시 전자쪽 계통이신 분들이나유망한 자격증을 추천해주고 싶으시면말씀 감사드립니다.0,행복
31182,본인의 일처럼 분노해주신 모든분께 감사드립니다.,행복
31183,쌩뚱맞지만 그냥 감사하다고 말씀드리고 싶었어요~,행복
31184,감사 합니다.0,행복
31185,옵티 신경 좀 씁시다,행복
31186,판님들도 모두 화이팅!!!!!!!!!^^,행복
31187,참여해주신분들 감사합니다.^^,행복
31188,버려줘서 고마워~~~,행복
31189,참여해주시면 감사합니당 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,행복
31190,정말 도와주시면 감사드립니다!!!!,행복
31191,엄마가 순진하고 착해요,행복
31192,꽃보다 남자 25화까지 정주행 다했다ㅋㅋㅋㅋㄱㅋㅋㄱ다시 볼만한 드라마 추천해줘,행복
31193,그냥..내여자친구도 잘 기다려주고있어서 너무감사해~,행복
31194,꼭 알려주시면 감사하겠어영!!!!!!!,행복
31195,내 친구들 다 지금까지 이 냄새 맡은거임??,행복
31196,도움주신분들께 감사드립니다.,행복
31197,누구를 돕는다는 것은 다양한 방법으로 가능한데요즘 백선생님이야말로 모두에게 유익한 도움을 주고 계신다는 생각이 듭니다.,행복
31198,    감사합니다.,행복
31199,넘 쉽게 알려주셔서 감사하고요...,행복
31200,  감사혀유!!  ^^,행복
31201,좋은 글들이 많은 도움이 되네요,행복
31202, 그 모습속에서 저도 많이 배웠는걸요.,행복
31203,감사합니다~~홧팅!,행복
31204, 항상 캐럿들 기분좋게 만들어줘서 너무 고맙구..,행복
31205,제가 젤 좋아하는 병규 형님과 용수형이 뽑히다니..,행복
31206,음식을  쉽게 만들게 해주고 또 남자들 요리 강습에 큰일을 하고 계십니다.,행복
31207,맛집 장소 궁금 하였서 찾다보면 시간이 걸렸서 힘들었는데 쉽게 알려주심에 감사해여요.,행복
31208,그리고 이렇게 멋진모습을 선물해 주셔서 고마워여....,행복
31209,넘 쉽게 알려주시는 백주부님 화이팅~~~~,행복
31210," 그치만 정말로 좋은 정보, 귀한 정보주셔서 참 감사드리고요.",행복
31211,아낀다때부터 붐붐때까지 나도그렇고 너네두그렇고 정말정말 열심히달려왔던것처럼 앞으로도 같이 열심히 달려보자,행복
31212,가르쳐 주시는 요리 잘 따라하며 재미있게 배울게요^^,행복
31213,요리가 백주부님 때문에 즐거워요,행복
31214,집밥레시피 활용해서  쉽게 요리해 맛나게 먹고 있습니다..,행복
31215,"요즘은 백주부님 덕에 반찬걱정 안하고늘 해보곤 한답니다,",행복
31216,감사합니다!!,행복
31217,사랑해... 미안해...고마워.... 보고싶다 ㅠㅠ,행복
31218,슈아오빠 원우오빠 태어나줘서 고마워요,행복
31219,오늘 하루도 수고하셨습니다!!,행복
31220,우리의 즐거움감사하며 화이팅‥·ㅡ,행복
31221,항상 쉽게 요리 레시피 설명해주셔서 감사합니당,행복
31222,또한  많이  많이  고마워요.............,행복
31223,음식에 흥미를 느끼게끔 해주시네요..,행복
31224,제가 안쓰러워 보였는지친구녀석이?탈모치료 병원하나 소개시켜 주더라구요,행복
31225,엄마가다이어트할수있게도와준다해서요,행복
31226,남자친구가 사랑한다 보고싶다란 말보다는하고싶다는 말을 자주해요..,행복
31227,여기에 있는것도 너가 있어서 너 덕분에 여기까지 올수있었어.,행복
31228, 결국 생각해보더니 다행이 붙잡혀주더라구요,행복
31229,경험 있으신 분이면 좋겠지만 없으셔도 같이 고민해주시면 감사해요ㅠ,행복
31230,답변 해 주신분들 정말 감사해요ㅜㅜ,행복
31231,끝까지 힘 되어준 내 남편 너무 고마워요..,행복
31232,조언감사해여..,행복
31233,내용또한 감사합니다. ^^,행복
31234,즐거운 요리 레시피 감사합니다.,행복
31235,언제 어디서든 백선생님 보면서 감사한마음으로 레시피를 따라해봅니다.,행복
31236,항상 감사한 마음 입니다...,행복
31237,아주 쉽게 눈에 쏙쏙 들어오게 설명을 해주시니  백주부님께 퐁당 안빠질수 없죠?,행복
31238,감사하고 그저 고맙습니다,행복
31239,집에서 쉽게 요리할수 있는 레시피 감사합니다.,행복
31240,요즘 백선생 레시피를 보고 요리하는데 새삼 요리가 재밌고 즐겁습니다.,행복
31241,내 가수 해줘서 고마워요!!,행복
31242,"항상 좋은 음악,좋은 노래 들려줘서 너무너무 고마워요~",행복
31243, 정말로 고마워요,행복
31244,쉽고도 재미있게 따라할수있어 감사해요..,행복
31245,오셔코치님 윌슨안무가님 모두 수고하셨습니다,행복
31246,  연아누나 언제나 힘내시고 화이팅요!!^^,행복
31247, 백선생님의 요리는 그냥 냉장고 뒤져서 뚝딱따라하기 쉬워 좋습니다~,행복
31248,자취한지 육개월 정도되는데 백주부님 레시피 보고 많이 배웠습니다.,행복
31249,"  그리고,,,,,  보는사람의 마음도 행복하게 해주셔서 정말 감사합니다!",행복
31250,그리고 조언좀 해 주세요.,행복
31251, 진짜 수고많았고 진짜 사랑해요 ㅠㅠ,행복
31252,여러모로 고마워요,행복
31253,백주부님 덕분에 요리하기가 잼있어 졌어요...,행복
31254, 태어나줘서 고맙고세븐틴으로 나와줘서 고마워요,행복
31255, 감사합니다.,행복
31256,백선생님 덕분에 음식을 쉬게 접할 수 있고대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고일주일이 기다려 진답니다.,행복
31257,어려운 재료가 아닌것으로 간편한 음식 알려주셔서 고맙습니다.,행복
31258,그래서 사장님께 감사한 마음으로열심히 일한다.,행복
31259, 너무감사드려요.,행복
31260,세븐틴 항상 고마운거 알죠?,행복
31261,쉽게 요리할수 있어서 좋아요..ㅎㅎ,행복
31262,항상 열심히 하는 오빠 모습 보면서 행복을 느끼는 사람들....,행복
31263, 계속 쉬운 요리 개발 하실 거쥬 감사해요,행복
31264,"좋은 음식 간편하게 만들수있게 도와주셔서 고맙습니다,",행복
31265, 제가 공부하는시간에 좋은노래와 꿀목소리 들려주셔서 감사합니다~~,행복
31266,요리에 처음 입문하는 초보님들도 알기쉽게 아주 친절하게 꿀팁을 알려주시는 백주부님 화이팅입니다~~,행복
31267,백종원요리법은 누구나 쉽게 따라할 수 있어서 너무 좋아요.,행복
31268, 너무 태어나줘서 고마워요.,행복
31269, 넘 감사해요.,행복
31270,요리는 여자만 하는것이다라는 생각과  어렵다는 생각을바꾸게 해주셨습니다,행복
31271, 이제 백종원씨 래시피로 우리의 식탁이 점령당했어요.,행복
31272,집밥 열심히 보고 배우고 있습니다.빠이팅!,행복
31273,쉽게 따라할수 있는 용기를 주시는분 같아요..,행복
31274,항상 쉽게 가르쳐 주셔서 감사해요~,행복
31275,앞으로도 잘 부탁드립니다.~~^^,행복
31276,그래도 많이 다친거 아니어서 너무 다행이다ㅜㅠㅜㅜ,행복
31277,  감사합니다.,행복
31278,항상 좋은 레시피랑 쉬운 조리법 알려주셔서 감사해요!!!,행복
31279,백주부님덕에 요리를 어느정도 할수가있어서 감사합니다.,행복
31280,감사해요,행복
31281,그런 재능이 연아선수에게 있음이 감사합니다.,행복
31282,늘 감사해요~~^^,행복
31283,  늘 고맙게 생각합니다.,행복
31284,감사합니다..,행복
31285,읽어주셔서 감사합니다.,행복
31286,읽고 봐주셔서 감사합니다.,행복
31287,차라리 고맙다,행복
31288,백주부님 덕분에 와이프에게 사랑 받고 있어요~~,행복
31289,언제나 연아양의 뒤에 연아양을 생각하고 사랑하는 사람들이 있다는 것 잊지마시고 홧팅입니다....,행복
31290,쉬운 요리 맛난 요리 가르쳐줘서 감사해유^^,행복
31291,의도하시진 않았겠지만 감사합니다♥♥,행복
31292,항상 힘들어도 열심히 활동해줘서 너무 고마워용ㅇ♡♡♡♡,행복
31293, 감사드립니다.,행복
31294,   감사드립니다,행복
31295,백주부님 정말 감사합니다^^,행복
31296,  앞으로도 쉽게 따라할 수 있는 많은 요리 부탁드려요.,행복
31297,백주부님 화이팅~~^^,행복
31298,   좋은 정보 너무 감사합니다.,행복
31299,  앞으로도 쉽게 따라할 수 있는 요리 부탁드려요.,행복
31300,백주부 T.V 잘 보고 있어요.,행복
31301,아무튼 감사 드립니다~~^^,행복
31302,맛있는 음식을간단하고 센스있는  항상보여주셔서 감사합니다,행복
31303, 백주부님 감솨~,행복
31304,간혹 따라 요리해서 먹으면서 고맙다생각하죠,행복
31305,너무 잘보고 있습니다..,행복
31306,"부억 근처에도 안갔던 저인데, 백주부님 방송보고 요리에 재미 붙인 사람입니다.",행복
31307, 당신만 언제나 믿고 또 믿어요.,행복
31308,정말 쉽게 알려주셔서 감사해요,행복
31309,"항상 노력하는 모습, 발전하는 모습 고맙습니다.",행복
31310,건강하시고 항상 좋은 음식 감사 드립니다.,행복
31311,행님 ㅋㅋ)  행님이 정사모를 버리실 턱이 없죠.,행복
31312,솔로인 특히 남성들에게 음식 조리를 해서 먹을수 있는 방법을 알려주어 감사하고 ^ㅎ^,행복
31313,선생님의 프로그램은 항상 유익합니다.,행복
31314,백선생님 고맙습니다.,행복
31315,많은 사람에게 쉬운요리 가르쳐줘서 고맙습니다,행복
31316,이제 진실과 정의에 한발짝 다가섰다.,행복
31317,잼있었어요,행복
31318,청하는 무조건 성공한다,행복
31319,박지성의 또다른 기록의 발견,행복
31320,흥해보자 이번 시즌이 진짜 전북이다!!,행복
31321,특검 짜짜짱~청와대 고소 한번 해보던가~?똥뀐 놈이 성낸다더니~특검 승~^^,행복
31322,동반성장 측면에선 환영할 일입니다.,행복
31323,제작진 결정 잘한듯,행복
31324,생각할 줄 아는 청년일세/,행복
31325,1박2일에서 너 꼴보기 싫었는데 결국 이렇게 떠내려 가는구나~~~,행복
31326,갤럭시노트7 만세!,행복
31327,천진난만해보인다 ㅎㅎㅎㅎㅎ,행복
31328,요즘이거만 본방사수한다 ㅋㅋ,행복
31329,재미따 재미따 재미따 ㅎㅎㅎㅎ,행복
31330,역대급dtd한번가자~~~~,행복
31331,웨일즈라 가능성 있어보인다,행복
31332,삼성 망하는 소리가 들리는구나~~ 에헤라~~,행복
31333,그대도 얼마남지않았구료ㅋ,행복
31334,아름다우십니다. 대통령 누님.,행복
31335,오~~좋은생각이네요 ^^,행복
31336,어릴적 나의 작품과 유사함.,행복
31337,오~ 김원형이 오는거야?,행복
31338,암파이팔고 그리즈만진짜오네,행복
31339,웃긴건 문열라는 비상전화는 알아듣고 사람꼈다는 말은 못알아듣고 출발,행복
31340,오늘 광희가 젤 웃김 ㅋㅋ,행복
31341,왜 기상캐스터 보는맛에 뉴스보는데ㅋ 코디도 나름 잘 신경써서 나오고 앵커들 얼굴만보다 기상캐스터들 몸매감상하는거 얼마나 개꿀이냐. 유일하게 전신감상을 눈치 안보고 쳐다볼수 있는데 좋지아니한가~,행복
31342,이공계 무시하더니 꼴 좋네,행복
31343,오빠전역축하해요,행복
31344,10월 3일 일본 이민간다 수고해라 헬센징들아,행복
31345,정경씨는 넘이뻐 후후,행복
31346,차기 대통 문재인 만세,행복
31347,무도 꿀잼 대겟네 ㅋㅋ,행복
31348,좃불 완전히 망햇던데 태극기 화이팅^^~,행복
31349,모지 저 씹존귀탱이는?,행복
31350,전엔 62위였는데 매번 순위 바뀝니다 알리도 60위권에서 이번에 10권내로 진입했고,행복
31351,드뎌 현대가 방어언플 나섭니다..보험사도 현대해상이네ㅋ,행복
31352,좋은소식이다 전부 일본으로 몰려가라,행복
31353,김소현디게 이프던데ㅋㅋㅋㅋ 런닝맨계속했으면 김소현같은 상큼한맴거있어도 좋았을거라생각해봤음,행복
31354,휴 다행이다 ㅎㅎ,행복
31355,김신욱은 이렇게 활용하야지ㅅㅅㅅㅅ갓신욱,행복
31356,응 공기업직원이야 ^^ㅎ,행복
31357,잘생겼다 최민용~~~~~,행복
31358,나나 첨부터 외모가 냉철해보이긴하는데 예능에서 애교떠는거 놀랬음,행복
31359,바가지 쉬우더니 벌받은거임 ㅋ,행복
31360,전북도 한국의 맨시티네,행복
31361,퇴근까지 16분 남았당 ㅇㅅㅇ 으흐흐 공조보러가야징 넘흐 기대됨!!ㅋ,행복
31362,너무 기분이 좋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
31363,너무 착한 보검이~♡,행복
31364,어 우리팀 감독님 기사다 ㅎㅎ,행복
31365,류준열 인터뷰 너무 좋다ㅠㅠ,행복
31366,S8 인생폰 될 것 같은 느낌이 온다 ㅋㅋㅋㅋㅋ,행복
31367,구탱이형 잘됐으면...,행복
31368,앗싸 이제 면접기준이 달라져서 나같은 오크도 길이 열리겠군,행복
31369,2017년도 트와이스~,행복
31370,ㅋㅋㅋ지애미한테 맨날 고졸이라고 놀리더니 유라는 중졸이네^^,행복
31371,엘지와 계약한거 축하한다,행복
31372,막짤 구우뜨!!!!,행복
31373,수지가최고이쁘네. . .,행복
31374,박보검은 진짜 말하는대로 다 이루는 듯.대애박!,행복
31375,좌파 친북 응디딱좋다!,행복
31376,누가봐도 메달 가능성 전혀 없겠는데 웃고간다 푸하하하하,행복
31377,참 아름다운 기사네요~신민아씨 화이팅,행복
31378,지수야 파이팅!!!!!,행복
31379,사이다 뉴스로군 ㅋㅋㅋㅋㅋ,행복
31380,난 오픈카 타고 가로수길 놀러기는뎁....ㅎ,행복
31381,전자는 역시 엘지!!!! 짱,행복
31382,스카이 아임백이 압승!!,행복
31383,꼴좋다 뽕맞은 여자 고집불통 국민알기을 .,행복
31384,폭발하는것 보니 십년묵은 뭐시기가 다내려간다,행복
31385,난세에 빛난 진정하고 참된 여신님~^^,행복
31386,뮤츠나 잡아볼까!,행복
31387,김종민 응원해요♥♥,행복
31388,수지가 핫하긴 진짜 핫하다ㅋㅋ,행복
31389,정의는 승리한다ㅎㅎ,행복
31390,송송커플 두분 대상 진심으로 축하드려요~^^,행복
31391,대성이 보고 싶다 꼭 시청해야지~,행복
31392,한효주랑 이종석 케미도 좋고 무엇보다 연기도 잘함 스토리는 물론이고 음향도 존좋..,행복
31393,ㅎㅎ 축하합니다!,행복
31394,내년도 잘해서 대박 ㄱㄱㄱ,행복
31395,슈랑 유진도 결혼 너무잘했던데 ㅋㅋ,행복
31396,고산자 재밌게 잘봤습니다~~,행복
31397,조정석!! 역시 짱짱 !!,행복
31398,결말이 살짝 아쉬웠지만 빠른 전개덕에 몰입도 잘되고 엄청 잼났음ㅋㅋ,행복
31399,이루가 욕 그렇게 먹으면서 자기곡 쓴 이유가 있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
31400,나이스!!! ㅋㅋㅋㅋㅌㅌ,행복
31401,박영수 특별검사님 화이팅입니다!!!,행복
31402,끼가 엄청나네요. 완전 재주꾼..,행복
31403,무도 기대됨니다...,행복
31404,이렇게 나까지 행복해지는 열애설은 첨이에요 행복하세요♡,행복
31405,진짜 지금부터 시작이다!,행복
31406,난강이형 행복하세요!,행복
31407,제대로인 특검 수고많으십니다!!!,행복
31408,다부다처제가 좋다,행복
31409,777 신서유기 기다렸어??????,행복
31410,응팔때 보검이를 알게돼서 넘나 기쁨,행복
31411,경기도민 출신으로서 자랑스럽습니다^^,행복
31412,난 오늘 쉐보레 트렉스디젤샀음!,행복
31413,역시 모든 어머니는 위대하시다.,행복
31414,무도에서 자신의 일에 진지하게 임하는 모습을 보여줘서 그런듯,행복
31415,끝날때쯤 네캐 누적 1억 돌파할듯대단한 닥터스!!!,행복
31416,꽃보다 남자때에도 많은 여자연예인이 나왔지만 이시영이 젤 예뻤어요 ~^^,행복
31417,류준열인정받아팬으로서넘좋다,행복
31418,잔디위의 대기업 호우~,행복
31419,배지현 개이쁨ㅠㅠ..,행복
31420,순실이 조카한테 통수 맞았네 ㅋㅋㅋㅋㅋ,행복
31421,카피캣의 최후 ㅋㅋㅋㅋㅋ,행복
31422,그냥봐도 남다른 포스가 있기는 한듯,행복
31423,류중일 감독님 원합니다,행복
31424,둘째 만들러 가는듯,행복
31425,준녀라아아♡♡♡♡♡ 저사이에 잇어도 안꿀리네 준녀리,행복
31426,"조대위 정말 바르게, 자란것 같아서 국군에 대한 믿음이 갔습니다.",행복
31427,이 분야에서 만큼은 세계가 특허를 공유하고 공동개발 했으면 좋겠다^^,행복
31428,롯팬은 아니지만 정말 반가운 소식이다,행복
31429,한편으로 보면 축하해주고 싶지만 애들입장에서 좀 그런것같네 연애도 중요하지만 애들도 잘 챙겨줄것라고 믿습니다 이쁜사랑 축하해요,행복
31430,SK) 환영합니다.,행복
31431,어쩌다 긁힌 날 실실 웃으며 도발하더니 귀신같이 털리네^^,행복
31432,조해진 권은희 새누리 전의원 다행이 당선되지 않았다,행복
31433,사랑한다LG~사랑한다LG~,행복
31434,집에서 해먹으면 더 위생적이고 싸게칩니다,행복
31435,아직 하늘은 우릴 버리지 않았군요,행복
31436,내년 보스턴의 가을야구 행진은 계속 되겠네!~,행복
31437,헐..설마 우리나라에서 멘부커상 수상자가 나올줄이야....정말놀랍다. 근대 나 멘부커상을 오늘처음알음,행복
31438,너무 이쁘고 아름다운 김태희.항상 행복하세요.결혼 진심으로 축하드려요,행복
31439,윤선아 잘했다 ! ㅋㅋㅋㅋ,행복
31440,여자들은 넘 귀여운거 같애 ㅎㅎ,행복
